"seqnames","start","end","width","strand","gene_id","gene_type","gene_name","full_name","ENTREZID","logFC","AveExpr","P.Value","adj.P.val"
"chr11",779617,780755,1139,"+","ENSG00000279672.1","TEC","AP006621.5",NA,NA,-3.44885557285266,-0.602741842880068,0.000568077851323697,0.00125948607415606
"chr7",6577434,6589374,11941,"+","ENSG00000136247.14","protein_coding","ZDHHC4","zinc finger DHHC-type palmitoyltransferase 4","55146",-1.06447263625558,2.72913099076329,0.000328986383511145,0.000781287975602347
"chr3",97941818,97972457,30640,"-","ENSG00000170854.18","protein_coding","RIOX2","ribosomal oxygenase 2","84864",-1.82855342413496,2.3415523340593,0.000381967114405478,0.000891547813022555
"chr19",35040506,35066571,26066,"+","ENSG00000105707.14","protein_coding","HPN","hepsin","3249",7.07472247643216,-3.25294305025162,0.000559508055660112,0.00124280030957961
"chr12",57519163,57519259,97,"-","ENSG00000208028.1","miRNA","MIR616","microRNA 616","693201",1.49604241985783,0.900820174297366,0.000435389639267147,0.00100022701016397
"chr6",29722775,29738528,15754,"+","ENSG00000204642.14","protein_coding","HLA-F","major histocompatibility complex, class I, F","3134",1.27602763889413,6.6250095896331,0.000207273148222077,0.000523199906121698
"chr14",73949926,73963670,13745,"+","ENSG00000119723.17","protein_coding","COQ6","coenzyme Q6, monooxygenase","51004",-2.06947311201397,0.272412683589616,0.000500749304125402,0.00112949247048305
"chr19",19668796,19683509,14714,"+","ENSG00000181896.12","protein_coding","ZNF101","zinc finger protein 101","94039",-1.11515191488537,2.29655678432642,0.00035573036180789,0.0008372849553788
"chr17",56884639,56884819,181,"-","ENSG00000262408.1","processed_pseudogene","AC015912.2",NA,NA,2.90695208398873,-2.76752577356229,0.000584737758998793,0.00129261153687386
"chr6",113868013,113873351,5339,"-","ENSG00000227502.3","lncRNA","MROCKI","MARCKS cis regulating lncRNA promoter of cytokines and inflammation","285758",4.55132944238906,-0.200580740489423,0.000568211694778116,0.00125958735194646
"chr19",47487637,47515091,27455,"-","ENSG00000105402.8","protein_coding","NAPA","NSF attachment protein alpha","8775",1.03049177302614,6.08551757500196,0.000210983608489722,0.000531814187454597
"chr12",24706788,24707083,296,"+","ENSG00000240481.3","misc_RNA","RN7SL38P","RNA, 7SL, cytoplasmic 38, pseudogene","106480932",6.62049266941388,-3.82467122273708,0.000565536431829592,0.00125443549162388
"chr19",49665142,49673916,8775,"+","ENSG00000126453.9","protein_coding","BCL2L12","BCL2 like 12","83596",-1.89269614855086,0.280180201959807,0.000521275601425793,0.0011680465052651
"chr19",54189938,54194536,4599,"+","ENSG00000170892.12","protein_coding","TSEN34","tRNA splicing endonuclease subunit 34","79042",-1.13484736601012,3.71040838975775,0.000284311213516664,0.00068870028950705
"chr2",96536743,96552634,15892,"+","ENSG00000196843.17","protein_coding","ARID5A","AT-rich interaction domain 5A","10865",2.20090438817199,5.41292455446132,0.000231723271579977,0.000576463587160566
"chr13",81689911,81691072,1162,"+","ENSG00000214182.5","transcribed_processed_pseudogene","PTMAP5","prothymosin alpha pseudogene 5","150928",-1.34822540289703,0.121578761498941,0.000521252733728361,0.0011680465052651
"chr5",159314780,159330487,15708,"-","ENSG00000113302.5","protein_coding","IL12B","interleukin 12B","3593",14.2362234095298,-1.28281561671908,0.000581319636534056,0.00128684748174187
"chr14",93934166,93976739,42574,"-","ENSG00000100628.12","protein_coding","ASB2","ankyrin repeat and SOCS box containing 2","51676",3.11638875625116,-1.47838692526961,0.000592878919937202,0.00130878571216669
"chr11",47248300,47269033,20734,"+","ENSG00000025434.19","protein_coding","NR1H3","nuclear receptor subfamily 1 group H member 3","10062",-3.97798484868963,-2.22342509296164,0.000587388158377115,0.00129786802021866
"chr19",42152569,42157523,4955,"+","ENSG00000259436.1","lncRNA","AC010247.2",NA,NA,-1.74228739403415,0.963857974761899,0.000441275029599147,0.00101277049765189
"chr16",67723070,67806652,83583,"-","ENSG00000141084.11","protein_coding","RANBP10","RAN binding protein 10","57610",-1.02937293593427,3.9304131478213,0.000283300248522351,0.000686950212260495
"chr1",150646230,150697154,50925,"-","ENSG00000143457.11","protein_coding","GOLPH3L","golgi phosphoprotein 3 like","55204",-5.13150440533283,-1.679255302936,0.000592750688861098,0.00130870485114488
"chr7",95545191,95615132,69942,"+","ENSG00000231170.7","lncRNA","AC002451.1",NA,NA,-4.92775653784143,-3.08321560149294,0.000546724390089862,0.00121781280966851
"chr12",101923410,101924719,1310,"-","ENSG00000257202.1","lncRNA","AC084398.2",NA,NA,4.24078497439304,-3.64220266918305,0.000551599815662462,0.00122714210002641
"chr19",12688053,12696631,8579,"-","ENSG00000132004.13","protein_coding","FBXW9","F-box and WD repeat domain containing 9","84261",-1.34211357043213,0.178322103568327,0.000516567713103065,0.00115949770889293
"chr19",19561707,19618693,56987,"-","ENSG00000105717.14","protein_coding","PBX4","PBX homeobox 4","80714",3.00787198276997,-0.612129624732648,0.000556515962195752,0.00123730836475112
"chr3",184710364,184712064,1701,"-","ENSG00000177383.5","protein_coding","MAGEF1","MAGE family member F1","64110",-5.62746349878567,-1.69297838850834,0.000591261069458142,0.00130561775878647
"chr17",18697998,18736118,38121,"+","ENSG00000108448.21","protein_coding","TRIM16L","tripartite motif containing 16 like","147166",2.32219629139925,1.73481462145518,0.000402175150343791,0.000932469388666299
"chr14",93067452,93072152,4701,"+","ENSG00000258730.1","lncRNA","ITPK1-AS1","ITPK1 antisense RNA 1","319085",-1.40029001847379,1.59579720442869,0.000407067799313946,0.000942284129746977
"chr1",35032172,35115859,83688,"+","ENSG00000197056.11","protein_coding","ZMYM1","zinc finger MYM-type containing 1","79830",-1.55806329882411,2.30446577834693,0.000373982901646534,0.000874913004064848
"chr1",182598623,182604389,5767,"-","ENSG00000143333.7","protein_coding","RGS16","regulator of G protein signaling 16","6004",7.67472780959305,1.86520349724731,0.0005580011836888,0.00123997079377028
"chr15",63544247,63601589,57343,"-","ENSG00000259248.7","lncRNA","USP3-AS1","USP3 antisense RNA 1","100130855",-1.86646000306678,0.952609526774351,0.000495622737321135,0.00111928676990761
"chr2",196133583,196176503,42921,"-","ENSG00000081320.11","protein_coding","STK17B","serine/threonine kinase 17b","9262",1.19806153613921,7.22184421494994,0.000213970991331498,0.000538204850907238
"chr1",144421386,144461674,40289,"-","ENSG00000266338.6","protein_coding","NBPF15","NBPF member 15","284565",1.56177328745023,2.32763606302823,0.000356014743175086,0.000837678299694081
"chr2",201162484,201162680,197,"-","ENSG00000235579.1","processed_pseudogene","RPL38P5",NA,NA,1.87377471829176,-1.35483193527718,0.000584376442517811,0.00129214082519899
"chr8",66921684,66926398,4715,"-","ENSG00000245910.8","lncRNA","SNHG6",NA,NA,-1.27537286578894,1.51855519389306,0.000433590017211997,0.00099657345172262
"chr15",51208057,51338601,130545,"-","ENSG00000137869.15","protein_coding","CYP19A1","cytochrome P450 family 19 subfamily A member 1","1588",11.9171166675827,0.0848943146538274,0.000612895228697707,0.00134684519412438
"chr2",174559572,174682916,123345,"-","ENSG00000115935.17","protein_coding","WIPF1","WAS/WASL interacting protein family member 1","7456",-1.31261649261076,6.91463250151929,0.000215844842455809,0.000542727079226706
"chr6",71221457,71328228,106772,"-","ENSG00000232295.7","lncRNA","AL589935.1",NA,NA,1.87935701827718,-0.00968072121062019,0.000473934334295635,0.00107717146581001
"chr1",147928393,147993592,65200,"+","ENSG00000188092.15","protein_coding","GPR89B","G protein-coupled receptor 89B","51463",-2.04891825935478,-0.413665656540533,0.000565627256326881,0.00125444219359549
"chr7",76474587,76478856,4270,"-","ENSG00000250614.1","lncRNA","AC005522.1",NA,NA,2.17429769271703,-0.420341278276733,0.000561256673005187,0.00124629687398587
"chr12",14762504,14767931,5428,"-","ENSG00000261324.2","lncRNA","AC010168.2",NA,NA,-3.61656275074551,-1.2842727915279,0.0006213995750241,0.00136269159299606
"chr2",91736726,91767439,30714,"+","ENSG00000223703.1","unprocessed_pseudogene","AC027612.1","IGSF3 pseudogene 2","100289350",3.7904647107116,-1.79880646239116,0.000607158710188514,0.00133597358577904
"chr6",110099819,110180004,80186,"-","ENSG00000112290.13","protein_coding","WASF1","WASP family member 1","8936",-2.17705720537743,-0.754076171191186,0.000607825506940809,0.00133682312464029
"chr5",73552190,73565667,13478,"-","ENSG00000164331.10","protein_coding","ANKRA2","ankyrin repeat family A member 2","57763",-1.10947449465319,2.69558427239151,0.000350713960486581,0.000827522766882211
"chr5",69631963,69636399,4437,"+","ENSG00000250138.4","unprocessed_pseudogene","AC139495.2","POM121 membrane glycoprotein (rat) pseudogene","728488",-2.83866641859249,0.0137365934254455,0.000570487827140714,0.00126404460086219
"chr3",32105689,32168709,63021,"+","ENSG00000152642.11","protein_coding","GPD1L","glycerol-3-phosphate dehydrogenase 1 like","23171",-3.36235803597535,0.0601460039304986,0.000582454311504103,0.00128877303585926
"chr10",104129888,104232364,102477,"-","ENSG00000197748.13","protein_coding","CFAP43","cilia and flagella associated protein 43","80217",2.48764494419525,-2.24831024359081,0.000621766004278623,0.00136328589673552
"chr12",116548105,116576606,28502,"+","ENSG00000258102.5","protein_coding","MAP1LC3B2","microtubule associated protein 1 light chain 3 beta 2","643246",1.03345756490124,3.71854164868555,0.000294729536207746,0.000709964741831067
"chr16",68264516,68301823,37308,"+","ENSG00000103064.15","protein_coding","SLC7A6","solute carrier family 7 member 6","9057",-1.27324631949534,3.72037353736571,0.000322482304555401,0.000767884114197168
"chr2",234493041,234497081,4041,"-","ENSG00000188042.8","protein_coding","ARL4C","ADP ribosylation factor like GTPase 4C","10123",-2.36952328452494,3.37218481361018,0.000354775361590133,0.000835174755484962
"chr8",38223957,38231695,7739,"-","ENSG00000285632.1","lncRNA","AC084024.4",NA,NA,-3.31787484840881,-1.86257298469511,0.000632434218517119,0.00138340324412259
"chr10",122374696,122442602,67907,"+","ENSG00000107679.14","protein_coding","PLEKHA1","pleckstrin homology domain containing A1","59338",-2.03216080856022,3.53731060158096,0.000337808470234592,0.000798918989280187
"chr15",52033707,52035625,1919,"+","ENSG00000259398.1","lncRNA","AC090970.1",NA,NA,2.36156796359055,0.589992309653059,0.0005070703378488,0.00114104802596406
"chr3",52410660,52423641,12982,"+","ENSG00000010318.21","protein_coding","PHF7","PHD finger protein 7","51533",-3.40792497708266,-0.501397613860994,0.000618907026867789,0.00135764236033473
"chr16",3953387,4116442,163056,"-","ENSG00000162104.10","protein_coding","ADCY9","adenylate cyclase 9","115",1.89585308801292,3.37993068294702,0.000295496132379629,0.00071157142142386
"chr19",56595264,56626481,31218,"+","ENSG00000197951.9","protein_coding","ZNF71","zinc finger protein 71","58491",-3.90785041434193,0.968639211807844,0.00056433195528847,0.00125215260835632
"chr9",7796500,7888380,91881,"-","ENSG00000137038.8","protein_coding","DMAC1","distal membrane arm assembly component 1","90871",-3.50905788163023,-0.734833959354889,0.000639127303679064,0.00139642327384352
"chr1",192247505,192247947,443,"+","ENSG00000236792.1","processed_pseudogene","AL513175.2",NA,NA,1.1987321387386,0.831238808610977,0.000479153369062677,0.0010874447368585
"chr12",911736,990053,78318,"-","ENSG00000002016.18","protein_coding","RAD52","RAD52 homolog, DNA repair protein","5893",-1.31783111230858,1.34838965969978,0.000447341110389208,0.00102553954495036
"chr15",44665732,44711316,45585,"-","ENSG00000229474.6","protein_coding","PATL2","PAT1 homolog 2","197135",1.37985675515842,1.56335625031775,0.000399227471224839,0.000926838297268326
"chr11",17788048,18013047,225000,"-","ENSG00000129158.11","protein_coding","SERGEF","secretion regulating guanine nucleotide exchange factor","26297",-2.12896463914881,0.538353511037661,0.000552279911442432,0.00122846381671774
"chr1",110963302,110964649,1348,"+","ENSG00000273010.1","lncRNA","AL360270.3",NA,NA,3.01009965940099,-2.28292696095652,0.000642655417392658,0.00140348791627773
"chr3",99830141,100114513,284373,"-","ENSG00000168386.18","protein_coding","FILIP1L","filamin A interacting protein 1 like","11259",-1.76490183095005,2.68969971337158,0.000386642470326685,0.000900988578300009
"chr2",151270470,151289894,19425,"-","ENSG00000123609.11","protein_coding","NMI","N-myc and STAT interactor","9111",1.45941009798369,5.16670201765657,0.000250935628626271,0.000616317229875114
"chr22",19179473,19291719,112247,"-","ENSG00000070371.16","protein_coding","CLTCL1","clathrin heavy chain like 1","8218",-4.11456663194974,-2.34614659079617,0.000612247185406623,0.00134592637912054
"chr19",1026586,1039068,12483,"+","ENSG00000064666.15","protein_coding","CNN2","calponin 2","1265",-2.23240130804692,6.38404352407695,0.000247099975660409,0.000607732372570196
"chr11",33698261,33700801,2541,"-","ENSG00000205177.6","protein_coding","C11orf91","chromosome 11 open reading frame 91","100131378",4.07715432714377,-4.41854099384692,0.000603506136464164,0.00132877392563948
"chr4",44682200,44726588,44389,"-","ENSG00000163281.12","protein_coding","GNPDA2","glucosamine-6-phosphate deaminase 2","132789",-1.35329424333775,1.77167463265903,0.000431131955645589,0.000991242718105654
"chr19",48795062,48811029,15968,"-","ENSG00000105552.15","protein_coding","BCAT2","branched chain amino acid transaminase 2","587",-4.66887050950647,-1.04181798954151,0.000659378395512196,0.00143652114957223
"chr17",21238870,21253410,14541,"-","ENSG00000274180.1","protein_coding","NATD1","N-acetyltransferase domain containing 1","256302",-4.43402043138743,1.22760633580952,0.000563857019393816,0.00125168198198873
"chr1",156243320,156248117,4798,"-","ENSG00000160781.17","protein_coding","PAQR6","progestin and adipoQ receptor family member 6","79957",1.1193987362245,0.793644423302974,0.000476788335991378,0.00108279684570161
"chr9",83834099,83921465,87367,"-","ENSG00000165115.15","protein_coding","KIF27","kinesin family member 27","55582",-3.51771918671689,0.0785154649693499,0.000617423692574281,0.00135501264144528
"chr8",143790920,143815773,24854,"-","ENSG00000180900.20","protein_coding","SCRIB","scribble planar cell polarity protein","23513",-1.1481444540831,2.65972458529782,0.000388667958780939,0.000905118032127672
"chr5",111070062,111078026,7965,"+","ENSG00000145777.15","protein_coding","TSLP","thymic stromal lymphopoietin","85480",5.15478762294249,-3.54055870769088,0.000635714291229103,0.00138939117007652
"chr3",75678660,75785583,106924,"-","ENSG00000227124.11","protein_coding","ZNF717","zinc finger protein 717","100131827",-2.19341395860073,-0.520135432113064,0.000626287540221298,0.00137193653590029
"chr21",43805758,43812567,6810,"-","ENSG00000215458.8","lncRNA","AATBC","apoptosis associated transcript in bladder cancer","284837",-2.81581104262723,-0.21421593658238,0.000607783573081569,0.00133682312464029
"chr14",34709113,34714823,5711,"-","ENSG00000165410.15","protein_coding","CFL2","cofilin 2","1073",-4.32031423330938,1.64463770999761,0.00055806062881941,0.00123997079377028
"chr12",2825348,2835544,10197,"-","ENSG00000053702.15","protein_coding","NRIP2","nuclear receptor interacting protein 2","83714",-2.57288737714601,-0.617688566214354,0.000648818260458613,0.00141543235412616
"chr7",143851375,143902198,50824,"-","ENSG00000198420.10","protein_coding","TCAF1","TRPM8 channel associated factor 1","9747",-3.48408298343197,-1.1662053205977,0.000667700001595621,0.00145086386658504
"chr5",149551947,149634968,83022,"+","ENSG00000183111.12","protein_coding","ARHGEF37","Rho guanine nucleotide exchange factor 37","389337",2.2271891128711,-2.13446549989721,0.000670540167933217,0.0014559281731401
"chr14",105370418,105372918,2501,"+","ENSG00000279495.1","TEC","AL928654.4",NA,NA,-4.08814274851911,-1.74282293049255,0.000664100726652782,0.0014448008347325
"chrX",132369317,132489968,120652,"-","ENSG00000076770.14","protein_coding","MBNL3","muscleblind like splicing regulator 3","55796",-4.05436681508524,0.893178427900382,0.00059748783237921,0.00131692512514683
"chr12",48904110,48931840,27731,"+","ENSG00000139537.11","protein_coding","CCDC65","coiled-coil domain containing 65","85478",-2.23314735110222,-0.579674714967072,0.000647328138679204,0.00141239723844071
"chr10",89392546,89406487,13942,"+","ENSG00000185745.10","protein_coding","IFIT1","interferon induced protein with tetratricopeptide repeats 1","3434",3.19950176531093,4.36451365532373,0.000281718766534092,0.00068357948666314
"chr1",209686178,209734949,48772,"+","ENSG00000117594.10","protein_coding","HSD11B1","hydroxysteroid 11-beta dehydrogenase 1","3290",6.33772037006241,0.805122420391086,0.000569967851927405,0.00126308836675769
"chr12",120291763,120291903,141,"-","ENSG00000202538.1","snRNA","RNU4-2","RNA, U4 small nuclear 2","26834",3.6989185018584,-3.3998961392598,0.000663313151975563,0.00144352703766563
"chr19",35887653,35902303,14651,"-","ENSG00000167604.14","protein_coding","NFKBID","NFKB inhibitor delta","84807",1.45587010080035,6.71611813517868,0.000238714751100362,0.00058995288859555
"chr19",34956354,34964229,7876,"-","ENSG00000180884.10","protein_coding","ZNF792","zinc finger protein 792","126375",-4.44755135923984,-3.29971027281708,0.000646170037555045,0.0014103011497936
"chr22",41699503,41799456,99954,"+","ENSG00000167077.13","protein_coding","MEI1","meiotic double-stranded break formation protein 1","150365",1.61648682178902,4.52404374747092,0.000301993618830998,0.000723559086405914
"chr13",23730189,23889400,159212,"-","ENSG00000027001.10","protein_coding","MIPEP","mitochondrial intermediate peptidase","4285",-3.45605004552133,-0.419801329984433,0.00066330322877179,0.00144352703766563
"chr4",184474802,184477304,2503,"+","ENSG00000271646.1","lncRNA","AC099343.4",NA,NA,2.28686596605229,1.94040598682104,0.000420523130231922,0.000969503624596331
"chr8",22984596,23019335,34740,"-","ENSG00000245025.3","lncRNA","AC107959.1",NA,NA,2.90969146120257,-0.636465685144115,0.000646524936359367,0.00141086020555465
"chr1",40364766,40365183,418,"+","ENSG00000213172.3","processed_pseudogene","AL031985.1",NA,NA,-2.79513010362382,-1.03613226059937,0.000681044474958849,0.00147447831697789
"chr4",168216294,168318804,102511,"-","ENSG00000137628.17","protein_coding","DDX60","DExD/H-box helicase 60","55601",4.11005572192347,4.09120447363816,0.000327418478542683,0.000777854514138305
"chr17",76265348,76271298,5951,"+","ENSG00000185262.9","protein_coding","UBALD2","UBA like domain containing 2","283991",1.27833449295422,1.71817490057036,0.000452673954580834,0.00103626867314475
"chr12",50953922,50970506,16585,"+","ENSG00000214511.3","protein_coding","HIGD1C","HIG1 hypoxia inducible domain family member 1C","613227",2.20798145287071,-1.50690211642184,0.000682028303953676,0.00147638460281609
"chrX",9463295,9741037,277743,"+","ENSG00000101849.17","protein_coding","TBL1X","transducin beta like 1 X-linked","6907",-1.19781632238475,4.66788522021194,0.000277148931425253,0.000673979026940015
"chr6",71386852,71390829,3978,"-","ENSG00000279289.1","TEC","AL136164.3",NA,NA,4.88944566933706,-4.03446389228591,0.000659592728953932,0.00143674360703839
"chr11",118700427,118750263,49837,"+","ENSG00000255422.3","lncRNA","AP002954.1",NA,NA,-4.72823510980352,-3.02141107427327,0.000659390053817785,0.00143652114957223
"chr6",143843338,143863812,20475,"+","ENSG00000135521.9","protein_coding","LTV1","LTV1 ribosome biogenesis factor","84946",1.01895825040618,3.39359753194164,0.000352641844124846,0.00083124798333801
"chr6",143490424,143506406,15983,"+","ENSG00000229036.7","transcribed_processed_pseudogene","VDAC1P8",NA,NA,-2.08459415496343,0.533045221274797,0.000600343043393178,0.00132260617748008
"chr1",40979688,41012565,32878,"+","ENSG00000171793.16","protein_coding","CTPS1","CTP synthase 1","1503",1.06800419277339,5.39793527545308,0.000273046302047245,0.000666042772297933
"chr12",68272443,68332381,59939,"-","ENSG00000111554.14","protein_coding","MDM1","Mdm1 nuclear protein","56890",-1.88351386732255,1.33060144672452,0.000515075921106581,0.00115669438617569
"chr7",38353715,38354517,803,"-","ENSG00000211698.2","TR_V_gene","TRGV4","T cell receptor gamma variable 4","6977",-3.92909143050349,-1.6710302935733,0.000704740066748047,0.0015175013313684
"chr11",65354751,65357613,2863,"+","ENSG00000173825.7","protein_coding","TIGD3","tigger transposable element derived 3","220359",-3.56670449075702,-2.12747755777497,0.000703755673047084,0.00151606714427378
"chr7",112480853,112491062,10210,"+","ENSG00000181016.9","protein_coding","LSMEM1","leucine rich single-pass membrane protein 1","286006",2.39515060013185,-0.928023423411946,0.000662775164011344,0.00144279578976536
"chr1",209827972,209857565,29594,"+","ENSG00000117597.18","protein_coding","UTP25","UTP25 small subunit processome component","27042",1.11815425222646,4.34771311735666,0.000305884417372575,0.000732389923077254
"chr7",135092363,135170795,78433,"-","ENSG00000122783.16","protein_coding","CYREN","cell cycle regulator of NHEJ","78996",-1.10304196739694,3.47279466758791,0.000355937877613349,0.000837635390786019
"chr20",3820524,3828838,8315,"+","ENSG00000125843.11","protein_coding","AP5S1","adaptor related protein complex 5 subunit sigma 1","55317",-1.11748966875171,2.09032151026707,0.000435641867924663,0.00100064555740187
"chr2",102311502,102352037,40536,"+","ENSG00000115602.17","protein_coding","IL1RL1","interleukin 1 receptor like 1","9173",4.59691305085403,-2.85822105870096,0.000705069384199175,0.00151776277812603
"chr11",777578,784297,6720,"+","ENSG00000255284.2","lncRNA","AP006621.3","GATD1 divergent transcript","171391",-3.82469868591842,-1.5611946129624,0.000710748619005581,0.00152813627084014
"chr9",136658856,136672678,13823,"+","ENSG00000172889.16","protein_coding","EGFL7","EGF like domain multiple 7","51162",-3.4783893900425,-1.55896163685741,0.000708996790000041,0.00152505828646953
"chr4",112285509,112442621,157113,"+","ENSG00000073331.18","protein_coding","ALPK1","alpha kinase 1","80216",-1.53845607026069,2.16604844730231,0.000430195605591858,0.000989606569385946
"chr11",60914158,60923443,9286,"+","ENSG00000110108.10","protein_coding","TMEM109","transmembrane protein 109","79073",-1.01730031966506,4.77184694547599,0.000291122324927036,0.00070269718807781
"chr6",3068045,3068894,850,"-","ENSG00000272277.1","lncRNA","AL031963.3",NA,NA,2.21836990320345,-0.875106474547101,0.000651105343808044,0.00141998810059312
"chr3",13479724,13506424,26701,"+","ENSG00000163517.15","protein_coding","HDAC11","histone deacetylase 11","79885",-3.86695255122744,0.0325146707073829,0.000678881303126366,0.00147090949010713
"chr11",62815966,62816067,102,"-","ENSG00000252361.1","snRNA","RNU6-118P","RNA, U6 small nuclear 118, pseudogene","106479618",1.6801371012905,-1.04727143752213,0.000679142555737329,0.00147125241756167
"chr12",122207668,122227456,19789,"-","ENSG00000184047.19","protein_coding","DIABLO","diablo IAP-binding mitochondrial protein","56616",1.54328090045957,0.772389222752454,0.000536517293396887,0.00119806542212587
"chr11",36510709,36593156,82448,"+","ENSG00000166349.9","protein_coding","RAG1","recombination activating 1","5896",3.3000701297308,-3.14979708023573,0.000715257147426885,0.00153667351357713
"chr11",43880811,43920274,39464,"+","ENSG00000166199.13","protein_coding","ALKBH3","alkB homolog 3, alpha-ketoglutarate dependent dioxygenase","221120",-1.17630160719803,2.17742233735016,0.000440480234009513,0.00101110878908964
"chr10",102436512,102436584,73,"+","ENSG00000202569.4","miRNA","MIR146B","microRNA 146b","574447",4.06350723917322,-3.39325879553582,0.000705073952433854,0.00151776277812603
"chr12",61708259,62279150,570892,"-","ENSG00000198673.10","protein_coding","TAFA2","TAFA chemokine like family member 2","338811",1.43447613562517,0.301060450063351,0.000550429425026735,0.001225301526232
"chr15",45023147,45077185,54039,"+","ENSG00000140263.15","protein_coding","SORD","sorbitol dehydrogenase","6652",-3.59612081035182,0.387928839818906,0.000672263364611451,0.00145944790916332
"chr1",120849674,120850985,1312,"-","ENSG00000287979.1","lncRNA","AC253572.2",NA,NA,5.53457248877256,-3.04038953768151,0.000714295738740615,0.00153506967800649
"chr1",37350934,37474411,123478,"-","ENSG00000233621.2","lncRNA","LINC01137","ZC3H12A divergent transcript","728431",1.37037778344384,0.781805814501624,0.000521055079304654,0.00116791871948942
"chr4",173094868,173169652,74785,"-","ENSG00000245213.7","lncRNA","AC105285.1","GALNT7 divergent transcript","101930370",-3.00847165093143,-1.41932322115966,0.000724174882445218,0.00155349647830253
"chr12",12485353,12491581,6229,"+","ENSG00000255670.1","lncRNA","AC007619.1",NA,NA,4.02768662233713,-3.37207097495587,0.000702445893774442,0.00151370203383944
"chr17",14327335,14329474,2140,"+","ENSG00000266378.1","lncRNA","AC005224.2",NA,NA,5.97590286193133,0.440957848656163,0.000686284545510865,0.00148402411105097
"chr17",2639297,2642418,3122,"+","ENSG00000279432.1","TEC","AC015799.1",NA,NA,1.229835493058,1.14641361608311,0.000511017441376333,0.00114902521009501
"chr4",6269849,6303265,33417,"+","ENSG00000109501.14","protein_coding","WFS1","wolframin ER transmembrane glycoprotein","7466",-5.03357807246082,-2.8797307173262,0.000682493022494731,0.00147694301914302
"chr1",203273221,203288804,15584,"+","ENSG00000231507.2","lncRNA","LINC01353","long intergenic non-protein coding RNA 1353","100506775",2.80494236286098,0.912380286982718,0.000532195688601216,0.00118915855537153
"chr9",127397138,127408424,11287,"+","ENSG00000136856.18","protein_coding","SLC2A8","solute carrier family 2 member 8","29988",-3.80417385105214,0.567811781054694,0.000676585218878242,0.00146708221327275
"chr2",183117513,183161680,44168,"+","ENSG00000163002.13","protein_coding","NUP35","nucleoporin 35","129401",1.03745340796079,2.94074006605713,0.000400450877597514,0.000929376492565901
"chr20",3686970,3707128,20159,"-","ENSG00000088827.12","protein_coding","SIGLEC1","sialic acid binding Ig like lectin 1","6614",3.57157636536233,4.13420174158033,0.000325479199975272,0.000774245975698754
"chr20",25368275,25368766,492,"-","ENSG00000227379.2","processed_pseudogene","PPIAP2",NA,NA,-2.63469156271141,0.0126822837395307,0.000666203544945576,0.00144827298335932
"chr2",64901840,65056168,154329,"-","ENSG00000237638.2","lncRNA","LINC02245","long intergenic non-protein coding RNA 2245","400958",-4.6672902675017,-3.02289055520827,0.000682244762657777,0.0014766294385838
"chr20",62388632,62407285,18654,"-","ENSG00000149679.11","protein_coding","CABLES2","Cdk5 and Abl enzyme substrate 2","81928",-1.23535853414059,2.63378439831131,0.000419913113424741,0.000968253494431775
"chr7",100159244,100168617,9374,"-","ENSG00000197093.11","protein_coding","GAL3ST4","galactose-3-O-sulfotransferase 4","79690",-6.11257127675663,-0.914898550753605,0.000738279383995511,0.00158043115959602
"chr20",36605779,36612557,6779,"+","ENSG00000101084.18","protein_coding","RAB5IF","RAB5 interacting factor","55969",-1.27550614967565,3.51439086509326,0.000378605761013869,0.000884858581319343
"chr3",45917899,45995824,77926,"-","ENSG00000163820.15","protein_coding","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1","79443",1.29995637068304,4.74063100316484,0.000292168687842077,0.00070452985020206
"chr1",149475338,149556361,81024,"+","ENSG00000271383.7","protein_coding","NBPF19","NBPF member 19","101060226",2.05857084656102,0.296820858557468,0.000606837968833741,0.00133567925754547
"chr1",144412576,144412740,165,"+","ENSG00000207205.1","snRNA","RNVU1-15","RNA, variant U1 small nuclear 15","101954267",4.67194376689104,-4.1751103212192,0.000706716502360443,0.00152084028757699
"chr21",36131767,36175815,44049,"-","ENSG00000236830.7","lncRNA","CBR3-AS1","CBR3 antisense RNA 1","100506428",-3.38791017011472,-0.719413615453401,0.000717431590439997,0.00154081155139656
"chr13",33818069,33966558,148490,"+","ENSG00000133119.13","protein_coding","RFC3","replication factor C subunit 3","5983",-1.88886703424605,0.606087352953005,0.000612947956337701,0.00134684519412438
"chr18",76372717,76378275,5559,"+","ENSG00000263982.1","lncRNA","AC009716.1",NA,NA,-2.70749618095321,-0.0970233635068752,0.000695750112613937,0.00150133648041574
"chr6",79201245,79234738,33494,"-","ENSG00000118418.14","protein_coding","HMGN3","high mobility group nucleosomal binding domain 3","9324",-1.30243368920655,2.78001429003172,0.000413419072681215,0.000955547128282613
"chr12",120218070,120222668,4599,"+","ENSG00000286067.1","lncRNA","AC004263.2",NA,NA,-1.63324278274831,2.95399678394502,0.000425410404061491,0.000979624393746864
"chr1",161541759,161550737,8979,"-","ENSG00000203747.11","protein_coding","FCGR3A","Fc gamma receptor IIIa","2214",-2.49818562706288,5.70606722870978,0.000288814330912373,0.000697479774466713
"chr9",93576584,93679587,103004,"+","ENSG00000197724.11","protein_coding","PHF2","PHD finger protein 2","5253",-1.1309118043501,3.79747336356075,0.000350973918599423,0.000827999401425026
